{'nome': 'Jack Stall Beck', 'classe': 'ED', 'level': 831, 'exp': 9504415805}
{'nome': 'Nenao Sagaz', 'classe': 'EK', 'level': 601, 'exp': 3596611667}
{'nome': 'Dircley', 'classe': 'RP', 'level': 601, 'exp': 3596608039}
{'nome': 'Black Label', 'classe': 'ED', 'level': 601, 'exp': 3596523144}
{'nome': 'Insaness', 'classe': 'EK', 'level': 601, 'exp': 3596454397}
{'nome': 'Pally Of Silmaia', 'classe': 'RP', 'level': 601, 'exp': 3596382587}
{'nome': 'Fille', 'classe': 'RP', 'level': 601, 'exp': 3596378505}
{'nome': 'Robiin Hood', 'classe': 'RP', 'level': 601, 'exp': 3596325659}
{'nome': 'Mec Fly', 'classe': 'ED', 'level': 601, 'exp': 3596156063}
{'nome': 'Alok Neon', 'classe': 'ED', 'level': 601, 'exp': 3595935087}
{'nome': 'Mlk Infernal', 'classe': 'ED', 'level': 601, 'exp': 3595925241}
{'nome': 'Midori Kawana', 'classe': 'ED', 'level': 601, 'exp': 3595786407}
{'nome': 'Yan Wojciech', 'classe': 'RP', 'level': 601, 'exp': 3595746768}
{'nome': 'Bandiit', 'classe': 'ED', 'level': 601, 'exp': 3595656053}
{'nome': 'Vanstt', 'classe': 'ED', 'level': 601, 'exp': 3595641780}
{'nome': 'Macacorey', 'classe': 'ED', 'level': 601, 'exp': 3595509354}
{'nome': 'Gudo Da Fan', 'classe': 'MS', 'level': 601, 'exp': 3595433483}
{'nome': 'Hurley Loose', 'classe': 'EK', 'level': 601, 'exp': 3595379578}
{'nome': 'Eloi Magezin', 'classe': 'ED', 'level': 601, 'exp': 3595276821}
{'nome': 'Matutoxzor', 'classe': 'ED', 'level': 601, 'exp': 3595267352}
{'nome': 'Styluxz', 'classe': 'RP', 'level': 601, 'exp': 3595234310}
{'nome': 'Monikaum', 'classe': 'ED', 'level': 601, 'exp': 3595073119}
{'nome': 'Mc Pokemon', 'classe': 'EK', 'level': 601, 'exp': 3595012622}
{'nome': 'Knight Malvado', 'classe': 'EK', 'level': 601, 'exp': 3594983520}
{'nome': 'Wallsing', 'classe': 'EK', 'level': 601, 'exp': 3594557454}
{'nome': 'Pally Sagaz', 'classe': 'RP', 'level': 601, 'exp': 3594429985}
{'nome': 'Loschys', 'classe': 'RP', 'level': 601, 'exp': 3594327166}
{'nome': 'Vira Latta', 'classe': 'ED', 'level': 601, 'exp': 3594294557}
{'nome': 'Mzk Tanka Bazir', 'classe': 'RP', 'level': 601, 'exp': 3594290907}
{'nome': 'Kochampol', 'classe': 'RP', 'level': 601, 'exp': 3594240674}
{'nome': 'Danilo Spancador', 'classe': 'ED', 'level': 601, 'exp': 3594103854}
{'nome': 'Jv Da Kombi', 'classe': 'RP', 'level': 601, 'exp': 3593764631}
{'nome': 'Doorgass', 'classe': 'ED', 'level': 601, 'exp': 3593721662}
{'nome': 'Wath', 'classe': 'RP', 'level': 601, 'exp': 3593667315}
{'nome': 'Tripa Nabruxa', 'classe': 'ED', 'level': 601, 'exp': 3593628306}
{'nome': 'Planethemp', 'classe': 'MS', 'level': 601, 'exp': 3593511134}
{'nome': 'Loteador Tr', 'classe': 'ED', 'level': 601, 'exp': 3593440677}
{'nome': 'Solta Na Night', 'classe': 'EK', 'level': 601, 'exp': 3593430375}
{'nome': 'Tjet', 'classe': 'MS', 'level': 601, 'exp': 3593420882}
{'nome': 'Hemogenin', 'classe': 'ED', 'level': 601, 'exp': 3593169931}
{'nome': 'Gladiadora', 'classe': 'EK', 'level': 601, 'exp': 3593132252}
{'nome': 'Tobirama Senju', 'classe': 'RP', 'level': 601, 'exp': 3593098820}
{'nome': 'Zethan Knight', 'classe': 'ED', 'level': 601, 'exp': 3593023646}
{'nome': 'Thiago Tol', 'classe': 'ED', 'level': 601, 'exp': 3592982330}
{'nome': 'Princesa Juh', 'classe': 'ED', 'level': 601, 'exp': 3592980773}
{'nome': 'Not Falling', 'classe': 'EK', 'level': 601, 'exp': 3592778275}
{'nome': 'Unizeb Gold', 'classe': 'RP', 'level': 601, 'exp': 3592773922}
{'nome': 'Max Darkness', 'classe': 'ED', 'level': 601, 'exp': 3592671504}
{'nome': 'Zee Pekeno', 'classe': 'MS', 'level': 601, 'exp': 3592669962}
{'nome': 'Coronel Maconha', 'classe': 'RP', 'level': 601, 'exp': 3592514440}
{'nome': 'Sona', 'classe': 'ED', 'level': 601, 'exp': 3592507322}
{'nome': 'Lanwis', 'classe': 'ED', 'level': 601, 'exp': 3592389291}
{'nome': 'Dora', 'classe': 'RP', 'level': 601, 'exp': 3592376913}
{'nome': 'Sr Infernal', 'classe': 'ED', 'level': 601, 'exp': 3592364732}
{'nome': 'Mightykiller', 'classe': 'RP', 'level': 601, 'exp': 3592201091}
{'nome': 'Isis Dakini', 'classe': 'EK', 'level': 601, 'exp': 3592176869}
{'nome': 'Fabinho', 'classe': 'RP', 'level': 601, 'exp': 3592107865}
{'nome': 'Hitlar', 'classe': 'RP', 'level': 601, 'exp': 3592105910}
{'nome': 'Winston Churchill', 'classe': 'RP', 'level': 601, 'exp': 3592049887}
{'nome': 'Grand Of The Gray', 'classe': 'RP', 'level': 601, 'exp': 3591995136}
{'nome': 'Hacktivist', 'classe': 'ED', 'level': 601, 'exp': 3591984897}
{'nome': 'Mage Of Chaos', 'classe': 'ED', 'level': 601, 'exp': 3591733534}
{'nome': 'Damonick', 'classe': 'ED', 'level': 601, 'exp': 3591688121}
{'nome': 'Royal Monikaum', 'classe': 'RP', 'level': 601, 'exp': 3591630686}
{'nome': 'Drogo', 'classe': 'EK', 'level': 601, 'exp': 3591591788}
{'nome': 'Sabotagge', 'classe': 'ED', 'level': 601, 'exp': 3591591587}
{'nome': 'Orange Ninja', 'classe': 'ED', 'level': 601, 'exp': 3591408574}
{'nome': 'Raphowns', 'classe': 'ED', 'level': 601, 'exp': 3591383509}
{'nome': 'Rajadao', 'classe': 'RP', 'level': 601, 'exp': 3591315731}
{'nome': 'Kyo Kusanagi', 'classe': 'RP', 'level': 601, 'exp': 3591238316}
{'nome': 'Cavco', 'classe': 'ED', 'level': 601, 'exp': 3591036154}
{'nome': 'Halls Pretoo', 'classe': 'ED', 'level': 601, 'exp': 3590999143}
{'nome': 'Carga Pezada', 'classe': 'MS', 'level': 601, 'exp': 3590667747}
{'nome': 'Master Da Maconha', 'classe': 'RP', 'level': 601, 'exp': 3590667265}
{'nome': 'Hurley Kiing', 'classe': 'ED', 'level': 601, 'exp': 3590557259}
{'nome': 'Better Mage', 'classe': 'ED', 'level': 601, 'exp': 3590545683}
{'nome': 'Rafazerah The Boss', 'classe': 'RP', 'level': 601, 'exp': 3590461384}
{'nome': 'Juuliow', 'classe': 'ED', 'level': 601, 'exp': 3590394147}
{'nome': 'Rangers Preto', 'classe': 'ED', 'level': 601, 'exp': 3590223456}
{'nome': 'Pally Of Chaos', 'classe': 'RP', 'level': 601, 'exp': 3590133197}
{'nome': 'Hellvolver', 'classe': 'RP', 'level': 601, 'exp': 3590131891}
{'nome': 'Helurdios', 'classe': 'RP', 'level': 601, 'exp': 3589936938}
{'nome': 'Knight Brimstone', 'classe': 'EK', 'level': 601, 'exp': 3589894449}
{'nome': 'Magic Dasher', 'classe': 'ED', 'level': 601, 'exp': 3589732906}
{'nome': 'Karlidad', 'classe': 'ED', 'level': 601, 'exp': 3589642840}
{'nome': 'Playboyzin', 'classe': 'MS', 'level': 601, 'exp': 3589583092}
{'nome': 'Negerslaktaren', 'classe': 'ED', 'level': 601, 'exp': 3589574506}
{'nome': 'Tripanossomacruzis', 'classe': 'RP', 'level': 601, 'exp': 3589417316}
{'nome': 'Sir Roxis Krazy', 'classe': 'ED', 'level': 601, 'exp': 3589279003}
{'nome': 'Shernobil', 'classe': 'ED', 'level': 601, 'exp': 3589274765}
{'nome': 'Rakete', 'classe': 'RP', 'level': 601, 'exp': 3589257322}
{'nome': 'Jah Life', 'classe': 'ED', 'level': 601, 'exp': 3589231372}
{'nome': 'Muniz Oliver', 'classe': 'ED', 'level': 601, 'exp': 3589174113}
{'nome': 'Dorfoz', 'classe': 'ED', 'level': 601, 'exp': 3589150154}
{'nome': 'Fendrel', 'classe': 'RP', 'level': 601, 'exp': 3589105639}
{'nome': 'Velhu', 'classe': 'ED', 'level': 601, 'exp': 3588942426}
{'nome': 'Hiany', 'classe': 'ED', 'level': 601, 'exp': 3588895561}
{'nome': 'Magezinha Psy', 'classe': 'ED', 'level': 601, 'exp': 3588869736}
{'nome': 'Escudinho', 'classe': 'ED', 'level': 601, 'exp': 3588828476}
{'nome': 'Black Death', 'classe': 'EK', 'level': 601, 'exp': 3588784722}
{'nome': 'Goiaba Gigante', 'classe': 'ED', 'level': 601, 'exp': 3588703311}
{'nome': 'Pally De Itamonte', 'classe': 'RP', 'level': 601, 'exp': 3588702343}
{'nome': 'Pixote', 'classe': 'RP', 'level': 601, 'exp': 3588618721}
{'nome': 'Buried Alive', 'classe': 'ED', 'level': 601, 'exp': 3588481845}
{'nome': 'Pallay Skank', 'classe': 'RP', 'level': 601, 'exp': 3588478783}
{'nome': 'Zulphor Chia', 'classe': 'MS', 'level': 601, 'exp': 3588344860}
{'nome': 'Pally mitoo', 'classe': 'RP', 'level': 601, 'exp': 3588306159}
{'nome': 'Floyd Mayweather', 'classe': 'ED', 'level': 601, 'exp': 3588277664}
{'nome': 'Senzunokagy', 'classe': 'RP', 'level': 601, 'exp': 3588195822}
{'nome': 'Digdin Starbot', 'classe': 'RP', 'level': 601, 'exp': 3588195767}
{'nome': 'Trekson', 'classe': 'ED', 'level': 601, 'exp': 3588145035}
{'nome': 'Menina Wikki', 'classe': 'RP', 'level': 601, 'exp': 3588090237}
{'nome': 'Pipo Loko', 'classe': 'MS', 'level': 601, 'exp': 3587999875}
{'nome': 'Almight Vellin', 'classe': 'MS', 'level': 601, 'exp': 3587860777}
{'nome': 'Charlovster', 'classe': 'RP', 'level': 601, 'exp': 3587855306}
{'nome': 'Flokih', 'classe': 'ED', 'level': 601, 'exp': 3587794504}
{'nome': 'Knight Bruxzin', 'classe': 'EK', 'level': 601, 'exp': 3587790565}
{'nome': 'Diss Click', 'classe': 'RP', 'level': 601, 'exp': 3587773911}
{'nome': 'Tuh Para Callejera', 'classe': 'RP', 'level': 601, 'exp': 3587601830}
{'nome': 'Jim Gordon', 'classe': 'RP', 'level': 601, 'exp': 3587588332}
{'nome': 'Problema', 'classe': 'RP', 'level': 601, 'exp': 3587562626}
{'nome': 'Xuxa rox', 'classe': 'ED', 'level': 601, 'exp': 3587478158}
{'nome': 'Who Zz', 'classe': 'EK', 'level': 601, 'exp': 3587463982}
{'nome': 'Zerotwo', 'classe': 'RP', 'level': 601, 'exp': 3587414837}
{'nome': 'Xullz Toka Terror', 'classe': 'ED', 'level': 601, 'exp': 3587412945}
{'nome': 'Posker', 'classe': 'ED', 'level': 601, 'exp': 3587388371}
{'nome': 'Albarov Tekila', 'classe': 'ED', 'level': 601, 'exp': 3587327003}
{'nome': 'Betinho Kina', 'classe': 'EK', 'level': 601, 'exp': 3587110149}
{'nome': 'Higao The Emperor', 'classe': 'RP', 'level': 601, 'exp': 3587093259}
{'nome': 'Tiaguinhoowzka', 'classe': 'ED', 'level': 601, 'exp': 3586942802}
{'nome': 'Vidaa Lokaa', 'classe': 'RP', 'level': 601, 'exp': 3586880767}
{'nome': 'Snowlz', 'classe': 'ED', 'level': 601, 'exp': 3586872482}
{'nome': 'Cu Guloso', 'classe': 'RP', 'level': 601, 'exp': 3586802735}
{'nome': 'Sol Naite', 'classe': 'EK', 'level': 601, 'exp': 3586694238}
{'nome': 'Kushina', 'classe': 'RP', 'level': 601, 'exp': 3586658119}
{'nome': 'Pally Women', 'classe': 'RP', 'level': 601, 'exp': 3586620678}
{'nome': 'Adan Stifler', 'classe': 'ED', 'level': 601, 'exp': 3586593715}
{'nome': 'Yannick', 'classe': 'RP', 'level': 601, 'exp': 3586588068}
{'nome': 'Haineken', 'classe': 'ED', 'level': 601, 'exp': 3586257593}
{'nome': 'Jesus Faz Backup', 'classe': 'ED', 'level': 601, 'exp': 3586176000}
{'nome': 'Danzin Bruxo', 'classe': 'MS', 'level': 601, 'exp': 3586171445}
{'nome': 'Lord Garuvinha', 'classe': 'ED', 'level': 601, 'exp': 3586135381}
{'nome': 'Kannabyan Paramax', 'classe': 'ED', 'level': 601, 'exp': 3586100357}
{'nome': 'Nandaum', 'classe': 'ED', 'level': 601, 'exp': 3586084859}
{'nome': 'Velho Barreiiro', 'classe': 'EK', 'level': 601, 'exp': 3586084726}
{'nome': 'Nois No Bass', 'classe': 'MS', 'level': 601, 'exp': 3586079442}
{'nome': 'Dimple Diplomatty', 'classe': 'MS', 'level': 601, 'exp': 3586042278}
{'nome': 'Matsukazi', 'classe': 'RP', 'level': 601, 'exp': 3585980729}
{'nome': 'Nego Mata', 'classe': 'ED', 'level': 601, 'exp': 3585948538}
{'nome': 'Policial Militar', 'classe': 'EK', 'level': 601, 'exp': 3585920429}
{'nome': 'Not Problems', 'classe': 'ED', 'level': 601, 'exp': 3585867368}
{'nome': 'Bofozerus', 'classe': 'RP', 'level': 601, 'exp': 3585841432}
{'nome': 'Chefe da Boca', 'classe': 'ED', 'level': 601, 'exp': 3585770659}
{'nome': 'Hara Hamas', 'classe': 'ED', 'level': 601, 'exp': 3585735463}
{'nome': 'Saint Block', 'classe': 'EK', 'level': 601, 'exp': 3585619030}
{'nome': 'Belladona King', 'classe': 'RP', 'level': 601, 'exp': 3585439273}
{'nome': 'Mitox', 'classe': 'ED', 'level': 601, 'exp': 3585386632}
{'nome': 'Jesuita', 'classe': 'ED', 'level': 601, 'exp': 3585291183}
{'nome': 'Druid Rainbow', 'classe': 'ED', 'level': 601, 'exp': 3585271317}
{'nome': 'Merci Prodigy', 'classe': 'ED', 'level': 601, 'exp': 3585225862}
{'nome': 'Paladino Ordinario', 'classe': 'RP', 'level': 601, 'exp': 3585213588}
{'nome': 'Tonha Macumbeira', 'classe': 'MS', 'level': 601, 'exp': 3585024472}
{'nome': 'Xoxotinha', 'classe': 'MS', 'level': 601, 'exp': 3585014157}
{'nome': 'Lord Itachi', 'classe': 'RP', 'level': 601, 'exp': 3584959421}
{'nome': 'Jonk', 'classe': 'ED', 'level': 601, 'exp': 3584891417}
{'nome': 'Gus Fring', 'classe': 'RP', 'level': 601, 'exp': 3584870535}
{'nome': 'Mercenariioo', 'classe': 'ED', 'level': 601, 'exp': 3584868754}
{'nome': 'Kakayakero', 'classe': 'ED', 'level': 601, 'exp': 3584848938}
{'nome': 'Lucaszk', 'classe': 'RP', 'level': 601, 'exp': 3584821271}
{'nome': 'Dzaw', 'classe': 'ED', 'level': 601, 'exp': 3584807930}
{'nome': 'Kina Joga Easy', 'classe': 'EK', 'level': 601, 'exp': 3584789159}
{'nome': 'Malkoz', 'classe': 'RP', 'level': 601, 'exp': 3584652021}
{'nome': 'Magezyn Bolado', 'classe': 'ED', 'level': 601, 'exp': 3584650285}
{'nome': 'Petra', 'classe': 'ED', 'level': 601, 'exp': 3584647544}
{'nome': 'Tiizeraah', 'classe': 'EK', 'level': 601, 'exp': 3584621083}
{'nome': 'Blaackout', 'classe': 'ED', 'level': 601, 'exp': 3584604922}
{'nome': 'Pacoz Tankzor', 'classe': 'RP', 'level': 601, 'exp': 3584541817}
{'nome': 'Aiseis', 'classe': 'ED', 'level': 601, 'exp': 3584509502}
{'nome': 'System Of Windows', 'classe': 'ED', 'level': 601, 'exp': 3584457815}
{'nome': 'Pally asessino', 'classe': 'RP', 'level': 601, 'exp': 3584420678}
{'nome': 'Mary Kay', 'classe': 'ED', 'level': 601, 'exp': 3584378929}
{'nome': 'Mataai', 'classe': 'ED', 'level': 601, 'exp': 3584375318}
{'nome': 'Burrble', 'classe': 'RP', 'level': 601, 'exp': 3584374218}
{'nome': 'Ezinho', 'classe': 'ED', 'level': 601, 'exp': 3584299830}
{'nome': 'Coco', 'classe': 'RP', 'level': 601, 'exp': 3584250783}
{'nome': 'Husken', 'classe': 'ED', 'level': 601, 'exp': 3584223874}
{'nome': 'Brabo Memo', 'classe': 'ED', 'level': 601, 'exp': 3584204373}
{'nome': 'Knurd Yep', 'classe': 'ED', 'level': 601, 'exp': 3584181985}
{'nome': 'Diing Doong', 'classe': 'ED', 'level': 601, 'exp': 3584153023}
{'nome': 'Brahma Sensation', 'classe': 'RP', 'level': 601, 'exp': 3584094003}
{'nome': 'Druid Rullesz', 'classe': 'ED', 'level': 601, 'exp': 3584088183}
{'nome': 'Th Poucass', 'classe': 'ED', 'level': 601, 'exp': 3584047908}
{'nome': 'Elder Supremo', 'classe': 'ED', 'level': 601, 'exp': 3584045374}
{'nome': 'Markinho', 'classe': 'ED', 'level': 601, 'exp': 3583968950}
{'nome': 'Filavandel', 'classe': 'RP', 'level': 601, 'exp': 3583955223}
{'nome': 'Rebola Popai', 'classe': 'ED', 'level': 601, 'exp': 3583925768}
{'nome': 'Alectrona', 'classe': 'ED', 'level': 601, 'exp': 3583881117}
{'nome': 'Heimermito', 'classe': 'ED', 'level': 601, 'exp': 3583736881}
{'nome': 'Ek Tranzudo', 'classe': 'EK', 'level': 601, 'exp': 3583720151}
{'nome': 'Porobiony Kazik', 'classe': 'ED', 'level': 601, 'exp': 3583676047}
{'nome': 'Kako Paladino', 'classe': 'RP', 'level': 601, 'exp': 3583656055}
{'nome': 'Waynee', 'classe': 'RP', 'level': 601, 'exp': 3583644124}
{'nome': 'Onjacktalbecke', 'classe': 'ED', 'level': 601, 'exp': 3583633803}
{'nome': 'Bomdebriga', 'classe': 'EK', 'level': 601, 'exp': 3583610248}
{'nome': 'Psyko Netdown', 'classe': 'ED', 'level': 601, 'exp': 3583594778}
{'nome': 'Shockxz', 'classe': 'MS', 'level': 601, 'exp': 3583515195}
{'nome': 'Usain Bolt', 'classe': 'ED', 'level': 601, 'exp': 3583480352}
{'nome': 'Flapxx', 'classe': 'RP', 'level': 601, 'exp': 3583468150}
{'nome': 'Laacerda Rush', 'classe': 'ED', 'level': 601, 'exp': 3583466023}
{'nome': 'Spectrafx', 'classe': 'MS', 'level': 601, 'exp': 3583465265}
{'nome': 'Robotron Pally', 'classe': 'RP', 'level': 601, 'exp': 3583459741}
{'nome': 'Velha Cega', 'classe': 'ED', 'level': 601, 'exp': 3583427896}
{'nome': 'Frumiga Xeraku', 'classe': 'RP', 'level': 601, 'exp': 3583422738}
{'nome': 'Melee Hit', 'classe': 'ED', 'level': 601, 'exp': 3583387733}
{'nome': 'Meduza', 'classe': 'RP', 'level': 601, 'exp': 3583384170}
{'nome': 'Ferohar', 'classe': 'MS', 'level': 601, 'exp': 3583361590}
{'nome': 'Nyros The Mr', 'classe': 'RP', 'level': 601, 'exp': 3583283001}
{'nome': 'Master Pick', 'classe': 'ED', 'level': 601, 'exp': 3583269557}
{'nome': 'Galeguinhowns', 'classe': 'ED', 'level': 601, 'exp': 3583265843}
{'nome': 'Moscoio', 'classe': 'RP', 'level': 601, 'exp': 3583221788}
{'nome': 'Fly Leaf', 'classe': 'RP', 'level': 601, 'exp': 3583197791}
{'nome': 'Soh Lamento', 'classe': 'ED', 'level': 601, 'exp': 3583181455}
{'nome': 'Dominus Mortem', 'classe': 'ED', 'level': 601, 'exp': 3583167517}
{'nome': 'Biochemis', 'classe': 'ED', 'level': 601, 'exp': 3583166538}
{'nome': 'Mr Pacifist', 'classe': 'RP', 'level': 601, 'exp': 3583152776}
{'nome': 'Apenas Um Random', 'classe': 'RP', 'level': 601, 'exp': 3583140395}
{'nome': 'Omashu', 'classe': 'EK', 'level': 601, 'exp': 3583034528}
{'nome': 'Cesao Berranteiro', 'classe': 'ED', 'level': 601, 'exp': 3583034209}
{'nome': 'General', 'classe': 'ED', 'level': 601, 'exp': 3583019353}
{'nome': 'Direitinha', 'classe': 'RP', 'level': 601, 'exp': 3583001784}
{'nome': 'Ozymandias', 'classe': 'EK', 'level': 601, 'exp': 3582959117}
{'nome': 'Maranata', 'classe': 'RP', 'level': 601, 'exp': 3582930790}
{'nome': 'Colleen Wing', 'classe': 'RP', 'level': 601, 'exp': 3582918570}
{'nome': 'Rafishow', 'classe': 'RP', 'level': 601, 'exp': 3582906318}
{'nome': 'Master Dunno', 'classe': 'ED', 'level': 601, 'exp': 3582863919}
{'nome': 'Pala Torres', 'classe': 'RP', 'level': 601, 'exp': 3582862270}
{'nome': 'Tapa Facil', 'classe': 'ED', 'level': 601, 'exp': 3582830851}
{'nome': 'Mage Look', 'classe': 'ED', 'level': 601, 'exp': 3582824126}
{'nome': 'Caterpilar Aurion', 'classe': 'RP', 'level': 601, 'exp': 3582801742}
{'nome': 'Kendall', 'classe': 'ED', 'level': 601, 'exp': 3582761896}
{'nome': 'Xamineh', 'classe': 'RP', 'level': 601, 'exp': 3582746334}
{'nome': 'Romiilda', 'classe': 'RP', 'level': 601, 'exp': 3582684040}
{'nome': 'Vortex', 'classe': 'MS', 'level': 601, 'exp': 3582668914}
{'nome': 'Jonnie Walker', 'classe': 'ED', 'level': 601, 'exp': 3582649571}
{'nome': 'Relampago Marquin', 'classe': 'EK', 'level': 601, 'exp': 3582604246}
{'nome': 'Aloka Bee', 'classe': 'RP', 'level': 601, 'exp': 3582575611}
{'nome': 'Mano Loko', 'classe': 'ED', 'level': 601, 'exp': 3582574480}
{'nome': 'Vovo De Toca', 'classe': 'MS', 'level': 601, 'exp': 3582555875}
{'nome': 'Poker', 'classe': 'ED', 'level': 601, 'exp': 3582554954}
{'nome': 'Fiote De Kin', 'classe': 'EK', 'level': 601, 'exp': 3582527242}
{'nome': 'Bucetoviisk', 'classe': 'ED', 'level': 601, 'exp': 3582518766}
{'nome': 'Alesson Sagaz', 'classe': 'ED', 'level': 601, 'exp': 3582472856}
{'nome': 'Vim Rula Treta', 'classe': 'ED', 'level': 601, 'exp': 3582471308}
{'nome': 'Diego Boladex', 'classe': 'ED', 'level': 601, 'exp': 3582434627}
{'nome': 'Pandha Black', 'classe': 'RP', 'level': 601, 'exp': 3582428944}
{'nome': 'Tradition', 'classe': 'RP', 'level': 601, 'exp': 3582380579}
{'nome': 'Terror Diesel', 'classe': 'ED', 'level': 601, 'exp': 3582366512}
{'nome': 'Psico Driller', 'classe': 'RP', 'level': 601, 'exp': 3582365353}
{'nome': 'Flpzera', 'classe': 'EK', 'level': 601, 'exp': 3582353336}
{'nome': 'Biladen', 'classe': 'ED', 'level': 601, 'exp': 3582336813}
{'nome': 'Saymexzor', 'classe': 'ED', 'level': 601, 'exp': 3582334976}
{'nome': 'Perereca Suiciida', 'classe': 'RP', 'level': 601, 'exp': 3582282635}
{'nome': 'Apokallypse', 'classe': 'MS', 'level': 601, 'exp': 3582279116}
{'nome': 'Esquentadinha', 'classe': 'RP', 'level': 601, 'exp': 3582254667}
{'nome': 'Raikkonen', 'classe': 'EK', 'level': 601, 'exp': 3582245308}
{'nome': 'Machista Mago', 'classe': 'ED', 'level': 601, 'exp': 3582226779}
{'nome': 'Henry Cavill', 'classe': 'RP', 'level': 601, 'exp': 3582226203}
{'nome': 'Truelove', 'classe': 'RP', 'level': 601, 'exp': 3582225886}
{'nome': 'Paulistinha Holmes', 'classe': 'RP', 'level': 601, 'exp': 3582204668}
{'nome': 'Well Crazy', 'classe': 'RP', 'level': 601, 'exp': 3582202608}
{'nome': 'Zaklad Narodowy', 'classe': 'RP', 'level': 601, 'exp': 3582197823}
{'nome': 'Arjen Robben', 'classe': 'ED', 'level': 601, 'exp': 3582196834}
{'nome': 'Engeo Pleno', 'classe': 'RP', 'level': 601, 'exp': 3582188327}
{'nome': 'Cara Do Dinheiro', 'classe': 'ED', 'level': 601, 'exp': 3582182818}
{'nome': 'Thays Mychaela', 'classe': 'RP', 'level': 601, 'exp': 3582177847}
{'nome': 'Palazao', 'classe': 'RP', 'level': 601, 'exp': 3582138803}
{'nome': 'Endgame', 'classe': 'RP', 'level': 601, 'exp': 3582110538}
{'nome': 'Mc Namarinha', 'classe': 'ED', 'level': 601, 'exp': 3582107113}
{'nome': 'Aabra', 'classe': 'ED', 'level': 600, 'exp': 3582001155}
{'nome': 'Socialistadeiphone', 'classe': 'RP', 'level': 600, 'exp': 3581728385}
{'nome': 'Klous', 'classe': 'RP', 'level': 600, 'exp': 3581569717}
{'nome': 'Warlock Psycol', 'classe': 'RP', 'level': 600, 'exp': 3581532172}
{'nome': 'Mister Myscoynho', 'classe': 'RP', 'level': 600, 'exp': 3581518969}
{'nome': 'Whatsapp Messenger', 'classe': 'RP', 'level': 600, 'exp': 3581472459}
{'nome': 'Kazumaa', 'classe': 'RP', 'level': 600, 'exp': 3581267807}
{'nome': 'Arlequinaa', 'classe': 'RP', 'level': 600, 'exp': 3581225392}
{'nome': 'King Of Souls', 'classe': 'RP', 'level': 600, 'exp': 3580991437}
{'nome': 'Xavasek', 'classe': 'ED', 'level': 600, 'exp': 3580771247}
{'nome': 'Freeze', 'classe': 'ED', 'level': 600, 'exp': 3580522699}
{'nome': 'Sub Mec', 'classe': 'EK', 'level': 600, 'exp': 3580485826}
{'nome': 'Aokiji', 'classe': 'EK', 'level': 600, 'exp': 3580404237}
{'nome': 'Assasin Druid', 'classe': 'ED', 'level': 600, 'exp': 3580378689}
{'nome': 'German Cano', 'classe': 'EK', 'level': 600, 'exp': 3580341421}
{'nome': 'President Cesinha', 'classe': 'ED', 'level': 600, 'exp': 3580250112}
{'nome': 'Theeskull', 'classe': 'RP', 'level': 600, 'exp': 3580224109}
{'nome': 'Higuiinn', 'classe': 'RP', 'level': 600, 'exp': 3580179236}
{'nome': 'Chris Lake', 'classe': 'RP', 'level': 600, 'exp': 3580143197}
{'nome': 'Jessickaa', 'classe': 'ED', 'level': 600, 'exp': 3580028722}
{'nome': 'Abralice', 'classe': 'ED', 'level': 600, 'exp': 3579976809}
{'nome': 'Sr Gustt', 'classe': 'RP', 'level': 600, 'exp': 3579944687}
{'nome': 'Liakss', 'classe': 'ED', 'level': 600, 'exp': 3579832338}
{'nome': 'Verdinho', 'classe': 'EK', 'level': 600, 'exp': 3579817454}
{'nome': 'Dinpaw', 'classe': 'EK', 'level': 600, 'exp': 3579793769}
{'nome': 'Tsoliva', 'classe': 'RP', 'level': 600, 'exp': 3579703738}
{'nome': 'Trem Disgovernado', 'classe': 'ED', 'level': 600, 'exp': 3579499389}
{'nome': 'Punio', 'classe': 'ED', 'level': 600, 'exp': 3579316915}
{'nome': 'Solare', 'classe': 'EK', 'level': 600, 'exp': 3579116659}
{'nome': 'Fakedoi', 'classe': 'ED', 'level': 600, 'exp': 3578925190}
{'nome': 'Laywin', 'classe': 'EK', 'level': 600, 'exp': 3578905712}
{'nome': 'Kazuaki Fullkt', 'classe': 'ED', 'level': 600, 'exp': 3578746886}
{'nome': 'Diego Shadowbolt', 'classe': 'ED', 'level': 600, 'exp': 3578726838}
{'nome': 'Meu Toba Cru', 'classe': 'ED', 'level': 600, 'exp': 3578229412}
{'nome': 'Rush Power', 'classe': 'RP', 'level': 600, 'exp': 3578165506}
{'nome': 'Modem da oi', 'classe': 'ED', 'level': 600, 'exp': 3578125834}
{'nome': 'Goiaba Green', 'classe': 'ED', 'level': 600, 'exp': 3578080050}
{'nome': 'Ultra Proplayer', 'classe': 'EK', 'level': 600, 'exp': 3577849171}
{'nome': 'Uzi Fall', 'classe': 'EK', 'level': 600, 'exp': 3577808095}
{'nome': 'Wiinter Is Comiing', 'classe': 'ED', 'level': 600, 'exp': 3577716920}
{'nome': 'Knight Haole', 'classe': 'EK', 'level': 600, 'exp': 3577671990}
{'nome': 'Malokero', 'classe': 'ED', 'level': 600, 'exp': 3577554765}
{'nome': 'Palhaco', 'classe': 'ED', 'level': 600, 'exp': 3577390412}
{'nome': 'Knight Estampa', 'classe': 'EK', 'level': 600, 'exp': 3577291924}
